time,frequency,confidence
20.59,127.181,0.065568
20.60,42.751,0.178860
20.61,167.541,0.313169
20.62,167.425,0.327833
20.63,257.857,0.182947
20.64,253.246,0.357246
20.65,253.402,0.502880
20.66,254.365,0.433270
20.67,259.977,0.348257
20.68,259.771,0.206384
20.69,166.498,0.292066
20.70,162.642,0.138991
20.71,254.478,0.115861
20.72,251.790,0.247318
20.73,255.727,0.233803
20.74,42.837,0.161300
20.75,127.695,0.183792
20.76,256.607,0.282201
20.77,254.627,0.317645
20.78,124.847,0.193444
20.79,168.334,0.225575
20.80,168.144,0.524911
20.81,170.509,0.532692
20.82,172.863,0.518918
20.83,173.392,0.633871
20.84,170.547,0.469061
20.85,171.102,0.437024
20.86,174.672,0.499560
20.87,173.795,0.594795
20.88,169.122,0.607326
20.89,167.377,0.331524
20.90,171.023,0.451363
20.91,174.664,0.554542
20.92,175.614,0.386661
20.93,177.021,0.327218
20.94,254.053,0.179454
20.95,173.472,0.107612
20.96,85.651,0.184625
20.97,86.094,0.314374
20.98,85.641,0.303801
20.99,166.980,0.335539
21.00,170.198,0.211598
21.01,182.351,0.251678
21.02,179.297,0.352738
21.03,254.686,0.286353
21.04,253.004,0.169180
21.05,83.814,0.081217
21.06,248.820,0.132294
21.07,250.787,0.224359
21.08,252.226,0.466870
21.09,255.539,0.527785
21.10,253.181,0.526984
21.11,254.093,0.383049
21.12,254.963,0.329157
21.13,257.124,0.450553
21.14,255.203,0.286137
21.15,253.176,0.539322
21.16,253.056,0.599647
21.17,252.373,0.649828
21.18,252.373,0.774828
21.19,256.293,0.790284
21.20,256.564,0.765832
21.21,254.255,0.752333
21.22,254.077,0.828045
21.23,253.428,0.849949
21.24,253.652,0.847062
21.25,253.265,0.861493
21.26,253.096,0.860540
21.27,252.753,0.782961
21.28,252.097,0.724532
21.29,252.292,0.544105
21.30,252.896,0.548475
21.31,253.004,0.532047
21.32,252.848,0.609399
21.33,250.952,0.537336
21.34,250.551,0.631701
21.35,252.860,0.481410
21.36,254.175,0.571865
21.37,252.650,0.669267
21.38,253.733,0.651188
21.39,253.965,0.540400
21.40,252.918,0.335398
21.41,252.445,0.208374
21.42,85.456,0.336799
21.43,85.609,0.439832
21.44,84.895,0.272716
21.45,41.758,0.136543
21.46,42.052,0.332624
21.47,84.238,0.414408
21.48,84.213,0.248125
21.49,84.065,0.563468
21.50,84.257,0.301321
21.51,84.639,0.220248
21.52,84.308,0.328426
21.53,84.243,0.484079
21.54,84.647,0.398920
21.55,84.039,0.477163
21.56,83.816,0.522333
21.57,83.168,0.488467
21.58,167.940,0.347326
21.59,84.400,0.492451
21.60,84.609,0.327668
21.61,169.802,0.362881
21.62,169.276,0.529268
21.63,169.286,0.534096
21.64,84.326,0.419835
21.65,84.822,0.252405
21.66,85.498,0.214950
21.67,171.498,0.364696
21.68,171.730,0.437860
21.69,169.799,0.446677
21.70,168.823,0.361125
21.71,167.646,0.299915
21.72,168.178,0.077290
21.73,1961.830,0.065201
21.74,1915.812,0.058440
21.75,84.604,0.120109
21.76,251.262,0.231346
21.77,251.478,0.370223
21.78,253.065,0.347650
21.79,253.122,0.207474
21.80,252.754,0.492848
21.81,253.540,0.224493
21.82,83.895,0.297369
21.83,84.080,0.556281
21.84,84.625,0.492599
21.85,84.563,0.265927
21.86,252.994,0.498588
21.87,253.030,0.631087
21.88,252.890,0.553329
21.89,254.253,0.468564
21.90,253.403,0.349907
21.91,251.560,0.386914
21.92,252.574,0.275990
21.93,84.861,0.173167
21.94,168.776,0.165376
21.95,85.504,0.253668
21.96,85.464,0.276167
21.97,85.296,0.736204
21.98,84.412,0.622075
21.99,83.955,0.495614
22.00,84.698,0.364165
22.01,85.872,0.276758
22.02,85.961,0.242072
22.03,254.042,0.164894
22.04,254.283,0.190529
22.05,253.121,0.336142
22.06,85.287,0.292880
22.07,84.349,0.330664
22.08,83.869,0.593997
22.09,84.095,0.495372
22.10,84.591,0.353973
22.11,84.864,0.399694
22.12,253.033,0.371094
22.13,254.184,0.462759
22.14,254.918,0.404494
22.15,253.686,0.580862
22.16,253.637,0.414193
22.17,254.096,0.592616
22.18,253.593,0.454951
22.19,253.716,0.600186
22.20,254.267,0.409146
22.21,252.543,0.570175
22.22,254.907,0.511612
22.23,254.240,0.500858
22.24,253.258,0.482738
22.25,172.893,0.323293
22.26,170.155,0.354241
22.27,169.221,0.243196
22.28,169.936,0.335547
22.29,253.227,0.389903
22.30,85.416,0.357914
22.31,253.572,0.372412
22.32,253.703,0.345001
22.33,256.062,0.496531
22.34,255.275,0.457693
22.35,254.753,0.379661
22.36,254.979,0.523162
22.37,253.845,0.555183
22.38,254.249,0.516010
22.39,254.106,0.595804
22.40,253.408,0.641887
22.41,256.469,0.642625
22.42,256.045,0.481264
22.43,254.172,0.666748
22.44,255.379,0.440988
22.45,254.201,0.546388
22.46,254.971,0.394638
22.47,255.846,0.353067
22.48,254.458,0.386545
22.49,253.821,0.472787
22.50,254.579,0.545779
22.51,254.901,0.366229
22.52,254.645,0.454247
22.53,254.002,0.580407
22.54,254.611,0.521695
22.55,254.594,0.561190
22.56,253.006,0.380604
22.57,253.120,0.430071
22.58,84.954,0.604506
22.59,84.772,0.568345
22.60,84.402,0.520383
22.61,84.525,0.384515
22.62,253.003,0.581131
22.63,85.416,0.429180
22.64,253.867,0.498242
22.65,84.241,0.457131
22.66,253.138,0.484260
22.67,252.215,0.603236
22.68,252.081,0.552508
22.69,252.368,0.552245
22.70,84.069,0.461547
22.71,84.807,0.454962
22.72,253.356,0.567921
22.73,254.308,0.558809
22.74,255.264,0.540093
22.75,253.194,0.525155
22.76,253.453,0.483539
22.77,253.394,0.510477
22.78,253.987,0.581637
22.79,255.203,0.599379
22.80,254.897,0.489665
22.81,252.776,0.542977
22.82,254.565,0.618378
22.83,254.462,0.695316
22.84,254.558,0.328975
22.85,254.605,0.344094
22.86,253.049,0.459403
22.87,253.545,0.525032
22.88,253.132,0.322577
22.89,254.175,0.259417
22.90,256.476,0.341866
22.91,256.503,0.659950
22.92,255.572,0.690603
22.93,255.145,0.610372
22.94,252.616,0.608213
22.95,252.685,0.703219
22.96,254.479,0.696829
22.97,253.772,0.794385
22.98,254.961,0.608963
22.99,255.234,0.472188
23.00,253.379,0.394795
23.01,255.041,0.594710
23.02,254.380,0.571691
23.03,254.443,0.461643
23.04,254.406,0.497233
23.05,252.802,0.545971
23.06,253.112,0.434081
23.07,254.246,0.619632
23.08,253.897,0.490382
23.09,255.937,0.586442
23.10,254.585,0.518018
23.11,254.306,0.651054
23.12,84.696,0.515180
23.13,84.117,0.552468
23.14,84.544,0.656372
23.15,85.538,0.761007
23.16,84.932,0.709770
23.17,84.590,0.730483
23.18,84.627,0.718426
23.19,85.034,0.569984
23.20,85.433,0.714387
23.21,254.254,0.544706
23.22,255.254,0.542584
23.23,256.132,0.729847
23.24,254.220,0.566346
23.25,254.496,0.701925
23.26,255.775,0.667695
23.27,254.690,0.607340
23.28,254.316,0.609280
23.29,254.115,0.654673
23.30,254.685,0.637579
23.31,84.480,0.476621
23.32,255.089,0.522280
23.33,254.030,0.583256
23.34,255.264,0.700637
23.35,253.321,0.664245
23.36,254.190,0.628096
23.37,254.586,0.534450
23.38,254.050,0.588194
23.39,85.330,0.492961
23.40,253.852,0.630971
23.41,253.105,0.411620
23.42,254.532,0.498890
23.43,255.617,0.777513
23.44,255.780,0.797302
23.45,256.611,0.614909
23.46,255.362,0.616453
23.47,254.150,0.705108
23.48,254.461,0.755728
23.49,254.105,0.716745
23.50,256.071,0.641434
23.51,254.929,0.545112
23.52,253.421,0.645453
23.53,254.293,0.789037
23.54,254.777,0.772814
23.55,254.904,0.661582
23.56,254.461,0.736205
23.57,252.473,0.779590
23.58,254.389,0.808493
23.59,254.183,0.722459
23.60,254.441,0.702107
23.61,253.689,0.616930
23.62,253.762,0.683900
23.63,255.597,0.756636
23.64,256.955,0.643072
23.65,254.062,0.356828
23.66,253.579,0.431267
23.67,85.758,0.545074
23.68,252.878,0.443334
23.69,253.573,0.490811
23.70,254.490,0.370328
23.71,251.122,0.257073
23.72,86.056,0.251132
23.73,172.490,0.275276
23.74,168.560,0.198277
23.75,170.891,0.406445
23.76,86.063,0.232824
23.77,85.963,0.333862
23.78,85.011,0.398259
23.79,168.124,0.219779
23.80,84.784,0.275142
23.81,85.092,0.412843
23.82,85.782,0.193879
23.83,171.862,0.105045
23.84,170.471,0.082223
23.85,86.490,0.108702
23.86,172.984,0.142314
23.87,172.434,0.211526
23.88,85.011,0.175601
23.89,84.970,0.443923
23.90,84.652,0.703262
23.91,84.784,0.485653
23.92,84.891,0.386295
23.93,85.077,0.382563
23.94,253.229,0.631821
23.95,253.582,0.652801
23.96,252.752,0.603663
23.97,253.356,0.700298
23.98,253.600,0.612798
23.99,255.684,0.677546
24.00,257.673,0.531139
24.01,257.716,0.323407
24.02,256.881,0.307119
24.03,256.253,0.390782
24.04,256.240,0.514354
24.05,256.884,0.475188
24.06,254.765,0.581066
24.07,255.706,0.726866
24.08,255.975,0.536348
24.09,254.354,0.412577
24.10,257.314,0.423379
24.11,257.184,0.399488
24.12,251.817,0.322406
24.13,252.900,0.628694
24.14,255.462,0.655713
24.15,254.559,0.482080
24.16,168.343,0.155328
24.17,86.642,0.178609
24.18,173.012,0.242419
24.19,169.108,0.381393
24.20,168.152,0.381635
24.21,84.335,0.514114
24.22,84.298,0.674644
24.23,84.567,0.617168
24.24,84.482,0.626754
24.25,168.768,0.387249
24.26,168.111,0.538824
24.27,168.743,0.419004
24.28,84.937,0.382640
24.29,85.033,0.628601
24.30,85.349,0.414675
24.31,85.345,0.355487
24.32,85.630,0.429712
24.33,85.403,0.432830
24.34,85.559,0.442605
24.35,85.573,0.339419
24.36,85.234,0.352528
24.37,85.698,0.263299
24.38,86.365,0.174681
24.39,85.470,0.210647
24.40,170.717,0.183212
24.41,85.471,0.309726
24.42,86.191,0.369807
24.43,85.339,0.341514
24.44,84.022,0.426099
24.45,84.477,0.570999
24.46,85.154,0.608003
24.47,86.061,0.705757
24.48,86.369,0.695061
24.49,85.429,0.548982
24.50,84.566,0.521698
24.51,84.508,0.611318
24.52,85.291,0.484935
24.53,85.301,0.322461
24.54,84.310,0.623229
24.55,83.877,0.590266
24.56,84.375,0.484599
24.57,84.512,0.455699
24.58,252.190,0.602792
24.59,251.626,0.660940
24.60,252.223,0.555644
24.61,84.872,0.368057
24.62,85.603,0.534775
24.63,85.569,0.502641
24.64,85.490,0.181159
24.65,85.329,0.258072
24.66,85.051,0.418056
24.67,85.353,0.539944
24.68,84.819,0.551965
24.69,83.961,0.420487
24.70,83.277,0.372117
24.71,83.910,0.360119
24.72,255.960,0.319851
24.73,255.381,0.243804
24.74,85.065,0.370005
24.75,85.019,0.471078
24.76,85.835,0.239935
24.77,1039.122,0.074207
24.78,1043.364,0.093867
24.79,1043.785,0.111096
24.80,1041.461,0.030595
24.81,1042.922,0.029516
24.82,1983.929,0.030213
24.83,1988.097,0.101556
24.84,1984.093,0.169017
24.85,84.466,0.187607
24.86,1962.850,0.400239
24.87,1957.950,0.460726
24.88,1949.390,0.204282
24.89,167.156,0.271253
24.90,166.936,0.482803
24.91,167.354,0.470551
24.92,167.616,0.423286
24.93,167.735,0.200424
24.94,169.692,0.084023
24.95,172.812,0.014989
24.96,171.371,0.028540
24.97,170.446,0.096299
24.98,169.747,0.093572
24.99,170.017,0.156222
25.00,171.503,0.058505
25.01,169.054,0.162974
25.02,167.730,0.277157
25.03,84.012,0.346587
25.04,84.058,0.385261
25.05,41.834,0.205022
25.06,41.510,0.374676
25.07,41.189,0.198111
25.08,165.588,0.064739
25.09,127.912,0.056793
25.10,128.789,0.147693
25.11,651.777,0.101052
25.12,651.325,0.138471
25.13,651.278,0.065683
25.14,660.006,0.044710
25.15,665.821,0.022632
25.16,1978.408,0.188689
25.17,1979.896,0.374375
25.18,1981.869,0.452183
25.19,1975.877,0.602821
25.20,1965.145,0.613053
25.21,1958.433,0.627745
25.22,1951.596,0.501492
25.23,1935.659,0.262293
25.24,1880.316,0.138567
25.25,41.611,0.157065
25.26,41.739,0.108945
25.27,84.895,0.210482
25.28,84.877,0.285929
25.29,169.303,0.231311
25.30,84.809,0.256163
25.31,84.995,0.242570
25.32,86.227,0.540079
25.33,85.725,0.499589
25.34,85.415,0.384483
25.35,85.027,0.311328
25.36,171.522,0.288710
25.37,85.287,0.381768
25.38,85.429,0.417080
25.39,85.061,0.503342
25.40,85.438,0.422808
25.41,253.506,0.512235
25.42,253.555,0.527802
25.43,85.082,0.184618
25.44,253.147,0.284014
25.45,169.412,0.241736
25.46,255.953,0.226128
25.47,255.534,0.409063
25.48,254.218,0.637136
25.49,252.328,0.777421
25.50,252.732,0.684580
25.51,255.744,0.773084
25.52,254.123,0.644508
25.53,256.208,0.731427
25.54,255.680,0.642092
25.55,253.949,0.657310
25.56,255.615,0.444824
25.57,256.958,0.476394
25.58,257.117,0.323727
25.59,256.400,0.451015
25.60,254.787,0.482433
25.61,254.986,0.252592
25.62,255.528,0.298696
25.63,253.270,0.434164
25.64,254.136,0.581523
25.65,254.192,0.262568
25.66,252.870,0.349790
25.67,253.694,0.510638
25.68,85.025,0.238550
25.69,85.116,0.439143
25.70,85.283,0.657390
25.71,84.868,0.635915
25.72,84.279,0.734051
25.73,84.083,0.589270
25.74,84.267,0.527073
25.75,84.638,0.583022
25.76,252.927,0.578545
25.77,253.313,0.534892
25.78,254.033,0.423597
25.79,250.808,0.231468
25.80,246.540,0.264647
25.81,268.551,0.092694
25.82,267.172,0.027361
25.83,1972.065,0.005002
25.84,1384.991,0.005723
25.85,1374.468,0.007076
25.86,1346.604,0.026169
25.87,1339.770,0.063164
25.88,1340.314,0.049885
25.89,1338.026,0.016660
25.90,1980.047,0.015357
25.91,1972.522,0.093894
25.92,1966.668,0.040569
25.93,1950.794,0.011359
25.94,1946.254,0.007075
25.95,1950.118,0.017107
25.96,1950.764,0.045323
25.97,1706.266,0.145447
25.98,1698.681,0.003620
25.99,1971.670,0.002961
26.00,1967.116,0.004887
26.01,1966.258,0.008033
26.02,1971.493,0.021610
26.03,1395.883,0.027869
26.04,253.025,0.063595
26.05,252.631,0.084785
26.06,32.119,0.070681
26.07,253.274,0.127912
26.08,85.019,0.288466
26.09,84.106,0.610039
26.10,83.965,0.521105
26.11,84.119,0.361613
26.12,1801.314,0.263820
26.13,1792.974,0.252759
26.14,1784.966,0.242047
26.15,254.001,0.193862
26.16,86.069,0.246018
26.17,85.959,0.110137
26.18,86.400,0.031828
26.19,1047.789,0.026127
26.20,1042.984,0.045563
26.21,1040.089,0.044928
26.22,1035.674,0.156578
26.23,1992.434,0.146283
26.24,1987.845,0.397823
26.25,1983.206,0.475505
26.26,1971.375,0.531488
26.27,1964.902,0.434677
26.28,1960.866,0.604262
26.29,1962.424,0.763023
26.30,1965.340,0.799849
26.31,1971.838,0.864411
26.32,1973.974,0.830193
26.33,1963.972,0.488566
26.34,271.180,0.027912
26.35,1076.271,0.004679
26.36,1404.780,0.010850
26.37,950.221,0.014051
26.38,950.587,0.027265
26.39,1375.750,0.012741
26.40,1353.691,0.019202
26.41,541.968,0.039549
26.42,544.051,0.066085
26.43,542.984,0.009895
26.44,416.787,0.084251
26.45,834.703,0.029979
26.46,821.770,0.013922
26.47,611.583,0.009723
26.48,1941.931,0.004250
26.49,1175.416,0.015658
26.50,1721.134,0.050931
26.51,1697.212,0.003252
26.52,1974.710,0.006798
26.53,1970.772,0.013260
26.54,1969.388,0.029294
26.55,1973.652,0.017709
26.56,1973.742,0.005736
26.57,1971.874,0.010511
26.58,1052.076,0.015106
26.59,552.761,0.027532
26.60,1160.281,0.019979
26.61,1158.312,0.020645
26.62,1144.452,0.041605
26.63,987.900,0.083272
26.64,984.792,0.207236
26.65,976.944,0.120289
26.66,1959.864,0.287296
26.67,1960.201,0.524960
26.68,1965.742,0.752398
26.69,1970.755,0.827301
26.70,1971.335,0.606793
26.71,1965.101,0.453764
26.72,1950.513,0.480110
26.73,1949.199,0.231469
26.74,548.900,0.035934
26.75,548.655,0.015838
26.76,1940.225,0.010156
26.77,1908.761,0.020694
26.78,1884.600,0.022978
26.79,1250.805,0.030146
26.80,1233.406,0.021867
26.81,1846.685,0.018639
26.82,1849.451,0.015179
26.83,1969.332,0.022900
26.84,1108.972,0.044596
26.85,1109.114,0.044469
26.86,267.383,0.133321
26.87,544.778,0.125959
26.88,552.851,0.143827
26.89,1639.541,0.132733
26.90,1838.906,0.241589
26.91,1863.521,0.352150
26.92,1911.188,0.211894
26.93,1973.044,0.136091
26.94,1972.029,0.027347
26.95,1125.384,0.031146
26.96,768.822,0.034241
26.97,1130.813,0.031171
26.98,422.906,0.050337
26.99,567.421,0.097473
27.00,314.032,0.169385
27.01,311.570,0.310396
27.02,303.376,0.187056
27.03,1566.042,0.642993
27.04,1561.970,0.770490
27.05,1563.247,0.810158
27.06,1565.430,0.360047
27.07,1441.358,0.029318
27.08,532.958,0.030618
27.09,566.090,0.147751
27.10,554.867,0.415144
27.11,553.416,0.398529
27.12,550.384,0.381653
27.13,550.398,0.347036
27.14,551.575,0.129432
27.15,1112.375,0.117922
27.16,1114.317,0.095133
27.17,1111.962,0.112070
27.18,1114.270,0.068290
27.19,1102.762,0.019199
27.20,545.605,0.015027
27.21,551.046,0.156839
27.22,555.908,0.110269
27.23,1694.240,0.257257
27.24,1838.844,0.169521
27.25,1868.514,0.199860
27.26,1968.638,0.106225
27.27,1977.740,0.071714
27.28,742.284,0.063954
27.29,741.674,0.064947
27.30,1035.923,0.051542
27.31,1031.102,0.102664
27.32,1029.221,0.256365
27.33,1031.663,0.152995
27.34,253.295,0.119785
27.35,1585.001,0.151339
27.36,1592.775,0.512831
27.37,1577.955,0.549420
27.38,1566.842,0.264257
27.39,1457.649,0.062999
27.40,532.395,0.018008
27.41,566.597,0.035480
27.42,560.478,0.259319
27.43,552.419,0.159495
27.44,337.791,0.113151
27.45,1218.996,0.065478
27.46,1050.413,0.063755
27.47,1049.619,0.109058
27.48,1056.978,0.126190
27.49,1059.453,0.148993
27.50,1055.713,0.044135
27.51,1971.358,0.006542
27.52,1949.135,0.006298
27.53,1447.807,0.080724
27.54,552.043,0.068080
27.55,1658.609,0.226430
27.56,1676.520,0.373883
27.57,1670.221,0.196499
27.58,1865.333,0.151850
27.59,1981.462,0.234729
27.60,1983.956,0.178649
27.61,1980.335,0.097235
27.62,1039.309,0.057862
27.63,1037.525,0.161414
27.64,1029.565,0.339222
27.65,1033.695,0.311373
27.66,313.123,0.198406
27.67,398.314,0.182077
27.68,1569.262,0.588708
27.69,1550.850,0.612479
27.70,1550.324,0.592069
27.71,1492.267,0.202989
27.72,1438.699,0.032001
27.73,533.063,0.019640
27.74,564.519,0.047134
27.75,541.339,0.060645
27.76,91.892,0.030225
27.77,331.793,0.050098
27.78,334.034,0.097227
27.79,1033.706,0.089569
27.80,1040.741,0.112407
27.81,1061.232,0.023846
27.82,1070.725,0.013571
27.83,1053.173,0.004940
27.84,1443.330,0.005221
27.85,1444.895,0.218865
27.86,1456.744,0.327779
27.87,1590.298,0.123636
27.88,1634.250,0.444312
27.89,1641.379,0.536149
27.90,1673.066,0.485340
27.91,1868.509,0.467631
27.92,1893.904,0.491716
27.93,1905.910,0.437524
27.94,1932.400,0.347801
27.95,654.958,0.235072
27.96,346.354,0.243940
27.97,345.262,0.225734
27.98,409.466,0.095707
27.99,504.962,0.198122
28.00,1488.353,0.288330
28.01,1464.572,0.359128
28.02,1430.110,0.280510
28.03,1413.714,0.244533
28.04,1387.508,0.328658
28.05,1412.621,0.153408
28.06,1403.687,0.026851
28.07,537.424,0.019578
28.08,531.466,0.021619
28.09,542.953,0.054247
28.10,541.970,0.055669
28.11,91.915,0.034839
28.12,94.340,0.045098
28.13,97.756,0.080222
28.14,1975.468,0.076419
28.15,1039.045,0.098988
28.16,1052.611,0.045762
28.17,1058.424,0.057337
28.18,1055.219,0.014927
28.19,1442.223,0.005013
28.20,1444.831,0.259230
28.21,1447.175,0.391077
28.22,1612.959,0.265918
28.23,1646.401,0.532441
28.24,1661.386,0.527278
28.25,1710.707,0.523337
28.26,1795.385,0.324525
28.27,1826.536,0.390183
28.28,1823.956,0.268177
28.29,1812.297,0.196318
28.30,349.009,0.205674
28.31,341.089,0.150782
28.32,528.377,0.126328
28.33,506.791,0.304163
28.34,1503.382,0.223551
28.35,373.891,0.175449
28.36,354.382,0.053632
28.37,668.515,0.303410
28.38,658.417,0.614080
28.39,1303.835,0.356935
28.40,1318.582,0.095025
28.41,543.866,0.067923
28.42,534.894,0.025173
28.43,538.863,0.022858
28.44,563.981,0.175141
28.45,546.495,0.230835
28.46,108.925,0.069868
28.47,326.270,0.089671
28.48,613.428,0.120078
28.49,1053.086,0.092743
28.50,1065.740,0.119029
28.51,1081.324,0.037528
28.52,1082.613,0.021099
28.53,1083.610,0.010479
28.54,1427.057,0.022742
28.55,1448.257,0.419222
28.56,1465.795,0.312770
28.57,1624.402,0.333504
28.58,1649.758,0.594942
28.59,1665.836,0.499148
28.60,1735.176,0.534145
28.61,1776.828,0.385553
28.62,1799.720,0.344920
28.63,1798.660,0.298432
28.64,352.649,0.209255
28.65,349.748,0.165800
28.66,887.948,0.077634
28.67,522.130,0.236276
28.68,1530.409,0.261466
28.69,379.263,0.254484
28.70,374.099,0.080015
28.71,673.834,0.089807
28.72,655.187,0.606314
28.73,1294.939,0.407490
28.74,1313.090,0.414261
28.75,1320.063,0.192636
28.76,540.351,0.051768
28.77,530.435,0.025504
28.78,573.385,0.034670
28.79,560.293,0.104977
28.80,543.456,0.062619
28.81,98.027,0.028710
28.82,98.577,0.100212
28.83,603.755,0.167738
28.84,605.785,0.189297
28.85,1211.312,0.030965
28.86,1082.579,0.011774
28.87,1056.919,0.022775
28.88,1053.945,0.003014
28.89,1429.035,0.097589
28.90,1436.588,0.455423
28.91,1452.234,0.335436
28.92,1620.657,0.377939
28.93,1647.643,0.618271
28.94,1662.065,0.537182
28.95,1729.061,0.440760
28.96,1763.117,0.385665
28.97,1768.774,0.468510
28.98,1761.876,0.662854
28.99,877.839,0.601824
29.00,881.105,0.421359
29.01,888.130,0.114145
29.02,1527.065,0.266039
29.03,1503.411,0.275790
29.04,374.171,0.123657
29.05,284.149,0.064302
29.06,260.863,0.138563
29.07,318.294,0.142575
29.08,1247.201,0.539545
29.09,1237.818,0.650611
29.10,1312.334,0.223121
29.11,544.884,0.082432
29.12,539.148,0.061797
29.13,532.092,0.024881
29.14,567.558,0.168898
29.15,560.819,0.147515
29.16,546.225,0.095446
29.17,93.255,0.073115
29.18,96.535,0.107264
29.19,604.939,0.081046
29.20,1048.733,0.040908
29.21,1041.347,0.057781
29.22,1036.691,0.161759
29.23,1031.949,0.067385
29.24,345.400,0.017892
29.25,1450.033,0.198990
29.26,1460.951,0.275179
29.27,1588.422,0.288904
29.28,1629.191,0.512632
29.29,1644.294,0.604854
29.30,1683.999,0.435982
29.31,1742.785,0.447420
29.32,1767.091,0.323395
29.33,1767.478,0.577495
29.34,1758.233,0.522532
29.35,879.216,0.185745
29.36,337.632,0.075448
29.37,528.286,0.238147
29.38,509.345,0.285888
29.39,1498.821,0.201162
29.40,373.447,0.113606
29.41,349.870,0.069202
29.42,655.355,0.213492
29.43,647.849,0.305722
29.44,1299.331,0.503552
29.45,1316.489,0.496469
29.46,1318.929,0.343643
29.47,544.891,0.059668
29.48,532.401,0.030922
29.49,575.317,0.047065
29.50,567.318,0.183544
29.51,552.456,0.149914
29.52,336.061,0.064048
29.53,331.197,0.155546
29.54,601.859,0.134151
29.55,1046.941,0.204645
29.56,1049.670,0.348143
29.57,1051.154,0.219307
29.58,1048.408,0.178398
29.59,1173.720,0.059871
29.60,1178.072,0.038030
29.61,1344.402,0.044364
29.62,1436.442,0.171296
29.63,1457.421,0.244362
29.64,1602.210,0.436101
29.65,1624.388,0.594199
29.66,1646.694,0.521658
29.67,1733.077,0.466414
29.68,1769.027,0.398675
29.69,1781.303,0.462835
29.70,1767.369,0.542495
29.71,339.235,0.128780
29.72,335.719,0.149703
29.73,335.180,0.105549
29.74,1514.626,0.264646
29.75,1499.571,0.296666
29.76,370.259,0.232139
29.77,350.286,0.197286
29.78,340.227,0.170416
29.79,645.953,0.283521
29.80,639.681,0.194965
29.81,1253.907,0.370506
29.82,1231.332,0.412693
29.83,1314.024,0.136565
29.84,544.778,0.086501
29.85,532.054,0.036044
29.86,540.700,0.024263
29.87,558.080,0.110082
29.88,546.292,0.111767
29.89,97.924,0.038328
29.90,97.575,0.092153
29.91,97.967,0.126281
29.92,98.567,0.074625
29.93,87.203,0.127150
29.94,87.205,0.328301
29.95,85.878,0.778423
29.96,85.370,0.777181
29.97,84.605,0.570507
29.98,84.321,0.236516
29.99,84.584,0.127570
30.00,83.277,0.123346
30.01,83.825,0.169475
30.02,84.001,0.269736
30.03,86.033,0.182228
30.04,351.536,0.090583
30.05,43.537,0.320945
30.06,43.572,0.090046
30.07,175.077,0.259627
30.08,176.093,0.385013
30.09,175.376,0.253500
30.10,174.402,0.142847
30.11,175.406,0.145195
30.12,874.618,0.018660
30.13,1251.082,0.022482
30.14,1741.889,0.015914
30.15,84.131,0.047264
30.16,84.247,0.062645
30.17,1111.672,0.055232
30.18,251.239,0.050215
30.19,85.451,0.139757
30.20,85.369,0.047762
30.21,32.971,0.070984
30.22,260.117,0.090260
30.23,995.341,0.087772
30.24,1157.079,0.047513
30.25,265.426,0.101635
30.26,263.193,0.098006
30.27,253.370,0.058013
30.28,250.581,0.056816
30.29,43.833,0.045554
30.30,259.640,0.062257
30.31,84.138,0.127937
30.32,83.967,0.349061
30.33,1009.531,0.158864
30.34,85.942,0.132462
30.35,258.952,0.209156
30.36,1036.414,0.258843
30.37,252.293,0.148916
30.38,249.302,0.182193
30.39,250.893,0.075065
30.40,1012.020,0.051538
30.41,996.834,0.082389
30.42,1022.978,0.105785
30.43,1041.855,0.045903
30.44,49.010,0.020266
30.45,1050.718,0.106822
30.46,1048.343,0.102593
30.47,1042.805,0.102784
30.48,1052.724,0.162087
30.49,1043.559,0.335166
30.50,1027.012,0.301993
30.51,1008.576,0.477911
30.52,1979.242,0.311987
30.53,1972.277,0.463697
30.54,989.704,0.439388
30.55,994.448,0.539370
30.56,1001.675,0.201042
30.57,1004.745,0.064772
30.58,1037.683,0.104036
30.59,1025.722,0.125764
30.60,176.252,0.216833
30.61,177.936,0.412490
30.62,175.056,0.152756
30.63,169.414,0.064549
30.64,1034.536,0.115943
30.65,1040.664,0.413418
30.66,1040.941,0.336699
30.67,1054.655,0.082382
30.68,1055.768,0.089351
30.69,1042.055,0.089608
30.70,164.456,0.059938
30.71,166.217,0.110946
30.72,989.742,0.080777
30.73,975.953,0.114356
30.74,933.677,0.126770
30.75,177.302,0.185124
30.76,992.892,0.097202
30.77,1106.303,0.075737
30.78,935.023,0.132604
30.79,1117.106,0.091550
30.80,43.486,0.088281
30.81,168.177,0.110701
30.82,41.709,0.033656
30.83,1111.165,0.062464
30.84,938.133,0.082351
30.85,43.359,0.167836
30.86,988.527,0.197381
30.87,985.280,0.079261
30.88,984.815,0.064176
30.89,994.498,0.125391
30.90,44.009,0.150712
30.91,985.036,0.105680
30.92,993.714,0.195911
30.93,991.235,0.190522
30.94,996.709,0.092165
30.95,42.845,0.072409
30.96,1095.948,0.052231
30.97,1171.692,0.049487
30.98,86.021,0.072632
30.99,86.593,0.188626
31.00,1158.073,0.060279
31.01,174.321,0.028636
31.02,86.234,0.133649
31.03,1048.270,0.259728
31.04,1051.855,0.186290
31.05,1045.523,0.148658
31.06,1041.795,0.269225
31.07,999.313,0.209877
31.08,86.064,0.119877
31.09,262.563,0.165175
31.10,43.492,0.218462
